03/01/2023 14:20:45	Network Active
03/01/2023 14:21:15	Network Active
03/01/2023 14:21:45	Network Active
03/01/2023 14:22:15	Network Active
03/01/2023 14:22:45	Network Active
03/01/2023 14:23:16	Network Active
03/01/2023 14:23:46	Network Active
03/01/2023 14:24:16	Network Active
03/01/2023 14:24:46	Network Active
03/01/2023 14:25:16	Network Active
03/01/2023 14:25:46	Network Active
03/01/2023 14:26:16	Network Active
03/01/2023 14:26:46	Network Active
03/01/2023 14:27:16	Network Active
03/01/2023 14:27:46	Network Active
03/01/2023 14:28:16	Network Active
03/01/2023 14:28:46	Network Active
03/01/2023 14:29:16	Network Active
03/01/2023 14:29:46	Network Active
03/01/2023 14:30:16	Network Active
03/01/2023 14:30:46	Network Active
03/01/2023 14:31:16	Network Active
03/01/2023 14:31:47	Network Active
03/01/2023 14:32:17	Network Active
03/01/2023 14:32:47	Network Active
03/01/2023 14:33:17	Network Active
03/01/2023 14:33:47	Network Active
03/01/2023 14:34:17	Network Active
03/01/2023 14:34:47	Network Active
03/01/2023 14:35:17	Network Active
03/01/2023 14:35:47	Network Active
03/01/2023 14:36:17	Network Active
03/01/2023 14:36:47	Network Active
03/01/2023 14:37:17	Network Active
03/01/2023 14:37:47	Network Active
03/01/2023 14:38:17	Network Active
03/01/2023 14:38:47	Network Active
03/01/2023 14:39:17	Network Active
03/01/2023 14:39:47	Network Active
03/01/2023 14:40:18	Network Active
03/01/2023 14:40:48	Network Error
03/01/2023 14:41:21	Network Active
03/01/2023 14:41:51	Network Active
03/01/2023 14:42:22	Network Active
03/01/2023 14:42:52	Network Active
03/01/2023 14:43:22	Network Active
03/01/2023 14:43:52	Network Active
03/01/2023 14:44:22	Network Active
03/01/2023 14:44:52	Network Active
03/01/2023 14:45:22	Network Active
03/01/2023 14:45:52	Network Active
03/01/2023 14:46:22	Network Active
03/01/2023 14:46:52	Network Active
03/01/2023 14:47:22	Network Active
03/01/2023 14:47:52	Network Active
03/01/2023 14:48:22	Network Active
03/01/2023 14:48:52	Network Active
03/01/2023 14:49:22	Network Active
03/01/2023 14:49:52	Network Active
03/01/2023 14:50:22	Network Active
03/01/2023 14:50:53	Network Active
03/01/2023 14:51:23	Network Active
03/01/2023 14:51:53	Network Active
03/01/2023 14:52:23	Network Active
03/01/2023 14:52:53	Network Active
03/01/2023 14:53:23	Network Active
03/01/2023 14:53:53	Network Active
03/01/2023 14:54:23	Network Active
03/01/2023 14:54:53	Network Active
03/01/2023 14:55:23	Network Active
03/01/2023 14:55:53	Network Active
03/01/2023 14:56:23	Network Active
03/01/2023 14:56:53	Network Active
03/01/2023 14:57:23	Network Active
03/01/2023 14:57:53	Network Active
03/01/2023 14:58:23	Network Active
03/01/2023 14:58:53	Network Active
03/01/2023 14:59:23	Network Active
03/01/2023 14:59:54	Network Active
03/01/2023 15:00:24	Network Active
03/01/2023 15:00:54	Network Active
03/01/2023 15:01:24	Network Active
03/01/2023 15:01:54	Network Active
03/01/2023 15:02:24	Network Active
03/01/2023 15:02:54	Network Active
03/01/2023 15:03:24	Network Active
03/01/2023 15:03:54	Network Active
03/01/2023 15:04:24	Network Active
03/01/2023 15:04:54	Network Active
03/01/2023 15:05:24	Network Active
03/01/2023 15:05:54	Network Active
03/01/2023 15:06:24	Network Active
03/01/2023 15:06:54	Network Active
03/01/2023 15:07:24	Network Active
03/01/2023 15:07:54	Network Active
03/01/2023 15:08:24	Network Active
03/01/2023 15:08:55	Network Active
03/01/2023 15:09:25	Network Active
03/01/2023 15:09:55	Network Active
03/01/2023 15:10:25	Network Active
03/01/2023 15:10:55	Network Error
03/01/2023 15:11:28	Network Error
03/01/2023 15:12:02	Network Active
03/01/2023 15:12:32	Network Active
03/01/2023 15:13:03	Network Active
03/01/2023 15:13:33	Network Active
03/01/2023 15:14:03	Network Active
03/01/2023 15:14:33	Network Active
03/01/2023 15:15:03	Network Active
03/01/2023 15:15:33	Network Active
03/01/2023 15:16:03	Network Active
03/01/2023 15:16:33	Network Active
03/01/2023 15:17:03	Network Active
03/01/2023 15:17:33	Network Active
03/01/2023 15:18:03	Network Active
03/01/2023 15:18:33	Network Active
03/01/2023 15:19:03	Network Active
03/01/2023 15:19:33	Network Active
03/01/2023 15:20:03	Network Active
03/01/2023 15:20:33	Network Active
03/01/2023 15:21:03	Network Active
03/01/2023 15:21:34	Network Active
03/01/2023 15:22:04	Network Active
03/01/2023 15:22:34	Network Active
03/01/2023 15:23:04	Network Active
03/01/2023 15:23:34	Network Active
03/01/2023 15:24:04	Network Active
03/01/2023 15:24:34	Network Active
03/01/2023 15:25:04	Network Active
03/01/2023 15:25:34	Network Active
03/01/2023 15:26:04	Network Active
03/01/2023 15:26:34	Network Active
03/01/2023 15:27:04	Network Active
03/01/2023 15:27:34	Network Active
03/01/2023 15:28:04	Network Active
03/01/2023 15:28:34	Network Active
03/01/2023 15:29:04	Network Active
03/01/2023 15:29:34	Network Active
03/01/2023 15:30:04	Network Active
03/01/2023 15:30:35	Network Active
03/01/2023 15:31:05	Network Active
03/01/2023 15:31:35	Network Active
03/01/2023 15:32:05	Network Active
03/01/2023 15:32:35	Network Active
03/01/2023 15:33:05	Network Active
03/01/2023 15:33:35	Network Active
03/01/2023 15:34:05	Network Active
03/01/2023 15:34:35	Network Active
03/01/2023 15:35:05	Network Active
03/01/2023 15:35:35	Network Active
03/01/2023 15:36:05	Network Active
03/01/2023 15:36:35	Network Active
03/01/2023 15:37:05	Network Active
03/01/2023 15:37:35	Network Active
03/01/2023 15:38:05	Network Active
03/01/2023 15:38:35	Network Active
03/01/2023 15:39:05	Network Active
03/01/2023 15:39:36	Network Active
03/01/2023 15:40:06	Network Active
03/01/2023 15:40:36	Network Active
03/01/2023 15:41:06	Network Error
03/01/2023 15:41:39	Network Active
03/01/2023 15:42:09	Network Active
03/01/2023 15:42:40	Network Active
03/01/2023 15:43:10	Network Active
03/01/2023 15:43:40	Network Active
03/01/2023 15:44:10	Network Active
03/01/2023 15:44:40	Network Active
03/01/2023 15:45:10	Network Active
03/01/2023 15:45:40	Network Active
03/01/2023 15:46:10	Network Active
03/01/2023 15:46:40	Network Active
03/01/2023 15:47:10	Network Active
03/01/2023 15:47:40	Network Active
03/01/2023 15:48:10	Network Active
03/01/2023 15:48:40	Network Active
03/01/2023 15:49:10	Network Active
03/01/2023 15:49:40	Network Active
03/01/2023 15:50:10	Network Active
03/01/2023 15:50:40	Network Active
03/01/2023 15:51:10	Network Active
03/01/2023 15:51:41	Network Active
03/01/2023 15:52:11	Network Active
03/01/2023 15:52:41	Network Active
03/01/2023 15:53:11	Network Active
03/01/2023 15:53:41	Network Active
03/01/2023 15:54:11	Network Active
03/01/2023 15:54:41	Network Active
03/01/2023 15:55:11	Network Active
03/01/2023 15:55:41	Network Active
03/01/2023 15:56:11	Network Active
03/01/2023 15:56:41	Network Active
03/01/2023 15:57:11	Network Active
03/01/2023 15:57:41	Network Active
03/01/2023 15:58:11	Network Active
03/01/2023 15:58:41	Network Active
03/01/2023 15:59:11	Network Active
03/01/2023 15:59:41	Network Active
03/01/2023 16:00:12	Network Active
03/01/2023 16:00:42	Network Active
03/01/2023 16:01:12	Network Active
03/01/2023 16:01:42	Network Active
03/01/2023 16:02:12	Network Active
03/01/2023 16:02:42	Network Active
03/01/2023 16:03:12	Network Active
03/01/2023 16:03:42	Network Active
03/01/2023 16:04:12	Network Active
03/01/2023 16:04:42	Network Active
03/01/2023 16:05:12	Network Active
03/01/2023 16:05:42	Network Active
03/01/2023 16:06:12	Network Active
03/01/2023 16:06:42	Network Active
03/01/2023 16:07:12	Network Active
03/01/2023 16:07:42	Network Active
03/01/2023 16:08:12	Network Active
03/01/2023 16:08:42	Network Active
03/01/2023 16:09:13	Network Active
03/01/2023 16:09:43	Network Active
03/01/2023 16:10:13	Network Active
03/01/2023 16:10:43	Network Error
03/01/2023 16:11:16	Network Error
03/01/2023 16:11:50	Network Error
03/01/2023 16:12:24	Network Error
03/01/2023 16:12:58	Network Active
03/01/2023 16:13:28	Network Active
03/01/2023 16:13:59	Network Active
03/01/2023 16:14:29	Network Active
03/01/2023 16:14:59	Network Active
03/01/2023 16:15:29	Network Active
03/01/2023 16:15:59	Network Active
03/01/2023 16:16:29	Network Active
03/01/2023 16:16:59	Network Active
03/01/2023 16:17:29	Network Active
03/01/2023 16:17:59	Network Active
03/01/2023 16:18:29	Network Active
03/01/2023 16:18:59	Network Active
03/01/2023 16:19:29	Network Active
03/01/2023 16:19:59	Network Active
03/01/2023 16:20:29	Network Active
03/01/2023 16:20:59	Network Active
03/01/2023 16:21:29	Network Active
03/01/2023 16:21:59	Network Active
03/01/2023 16:22:29	Network Active
03/01/2023 16:23:00	Network Active
03/01/2023 16:23:30	Network Active
03/01/2023 16:24:00	Network Active
03/01/2023 16:24:30	Network Active
03/01/2023 16:25:00	Network Active
03/01/2023 16:25:30	Network Active
03/01/2023 16:26:00	Network Active
03/01/2023 16:26:30	Network Active
03/01/2023 16:27:00	Network Active
03/01/2023 16:27:30	Network Active
03/01/2023 16:28:00	Network Active
03/01/2023 16:28:30	Network Active
03/01/2023 16:29:00	Network Active
03/01/2023 16:29:30	Network Active
03/01/2023 16:30:00	Network Active
03/01/2023 16:30:30	Network Active
03/01/2023 16:31:01	Network Active
03/01/2023 16:31:31	Network Active
03/01/2023 16:32:01	Network Active
03/01/2023 16:32:31	Network Active
03/01/2023 16:33:01	Network Active
03/01/2023 16:33:31	Network Active
03/01/2023 16:34:01	Network Active
03/01/2023 16:34:31	Network Active
03/01/2023 16:35:01	Network Active
03/01/2023 16:35:31	Network Active
03/01/2023 16:36:01	Network Active
03/01/2023 16:36:31	Network Active
03/01/2023 16:37:01	Network Active
03/01/2023 16:37:31	Network Active
03/01/2023 16:38:01	Network Active
03/01/2023 16:38:31	Network Active
03/01/2023 16:39:01	Network Active
03/01/2023 16:39:32	Network Active
03/01/2023 16:40:02	Network Active
03/01/2023 16:40:32	Network Active
03/01/2023 16:41:02	Network Error
03/01/2023 16:41:35	Network Error
03/01/2023 16:42:09	Network Active
03/01/2023 16:42:39	Network Active
03/01/2023 16:43:10	Network Active
03/01/2023 16:43:40	Network Active
03/01/2023 16:44:10	Network Active
03/01/2023 16:44:40	Network Active
03/01/2023 16:45:10	Network Active
03/01/2023 16:45:40	Network Active
03/01/2023 16:46:10	Network Active
03/01/2023 16:46:40	Network Active
03/01/2023 16:47:10	Network Active
03/01/2023 16:47:40	Network Active
03/01/2023 16:48:10	Network Active
03/01/2023 16:48:40	Network Active
03/01/2023 16:49:10	Network Active
03/01/2023 16:49:40	Network Active
03/01/2023 16:50:10	Network Active
03/01/2023 16:50:40	Network Active
03/01/2023 16:51:10	Network Active
03/01/2023 16:51:40	Network Active
03/01/2023 16:52:10	Network Active
03/01/2023 16:52:41	Network Active
03/01/2023 16:53:11	Network Active
03/01/2023 16:53:41	Network Active
03/01/2023 16:54:11	Network Active
03/01/2023 16:54:41	Network Active
03/01/2023 16:55:11	Network Active
03/01/2023 16:55:41	Network Active
03/01/2023 16:56:11	Network Active
03/01/2023 16:56:41	Network Active
03/01/2023 16:57:11	Network Active
03/01/2023 16:57:41	Network Active
03/01/2023 16:58:11	Network Active
03/01/2023 16:58:41	Network Active
03/01/2023 16:59:11	Network Active
03/01/2023 16:59:41	Network Active
03/01/2023 17:00:11	Network Active
03/01/2023 17:00:41	Network Error
03/01/2023 17:01:15	Network Error
03/01/2023 17:01:49	Network Error
03/01/2023 17:02:23	Network Error
03/01/2023 17:02:57	Network Error
03/01/2023 17:03:31	Network Error
03/01/2023 17:04:05	Network Error
03/01/2023 17:04:39	Network Error
03/01/2023 17:05:13	Network Error
03/01/2023 17:05:47	Network Error
03/01/2023 17:06:21	Network Error
03/01/2023 17:06:55	Network Error
03/01/2023 17:07:29	Network Error
03/01/2023 17:08:03	Network Error
03/01/2023 17:08:37	Network Error
03/01/2023 17:09:11	Network Error
03/01/2023 17:09:45	Network Error
03/01/2023 17:10:19	Network Error
03/01/2023 17:10:53	Network Error
03/01/2023 17:11:27	Network Error
03/01/2023 17:12:01	Network Error
03/01/2023 17:12:35	Network Error
03/01/2023 17:13:09	Network Active
03/01/2023 17:13:39	Network Active
03/01/2023 17:14:10	Network Active
03/01/2023 17:14:40	Network Active
03/01/2023 17:15:10	Network Active
03/01/2023 17:15:40	Network Active
03/01/2023 17:16:10	Network Active
03/01/2023 17:16:40	Network Active
03/01/2023 17:17:10	Network Active
03/01/2023 17:17:40	Network Active
03/01/2023 17:18:10	Network Active
03/01/2023 17:18:40	Network Active
03/01/2023 17:19:10	Network Active
03/01/2023 17:19:40	Network Active
03/01/2023 17:20:10	Network Active
03/01/2023 17:20:40	Network Active
03/01/2023 17:21:10	Network Active
03/01/2023 17:21:40	Network Active
03/01/2023 17:22:10	Network Active
03/01/2023 17:22:40	Network Active
03/01/2023 17:23:11	Network Active
03/01/2023 17:23:41	Network Active
03/01/2023 17:24:11	Network Active
03/01/2023 17:24:41	Network Active
03/01/2023 17:25:11	Network Active
03/01/2023 17:25:41	Network Active
03/01/2023 17:26:11	Network Active
03/01/2023 17:26:41	Network Active
03/01/2023 17:27:11	Network Active
03/01/2023 17:27:41	Network Active
03/01/2023 17:28:11	Network Active
03/01/2023 17:28:41	Network Active
03/01/2023 17:29:11	Network Active
03/01/2023 17:29:41	Network Active
03/01/2023 17:30:11	Network Active
03/01/2023 17:30:41	Network Active
03/01/2023 17:31:11	Network Active
03/01/2023 17:31:41	Network Active
03/01/2023 17:32:12	Network Active
03/01/2023 17:32:42	Network Active
03/01/2023 17:33:12	Network Active
03/01/2023 17:33:42	Network Active
03/01/2023 17:34:12	Network Active
03/01/2023 17:34:42	Network Active
03/01/2023 17:35:12	Network Active
03/01/2023 17:35:42	Network Active
03/01/2023 17:36:12	Network Error
03/01/2023 17:36:46	Network Error
03/01/2023 17:37:20	Network Error
03/01/2023 17:37:54	Network Error
03/01/2023 17:38:28	Network Error
03/01/2023 17:39:02	Network Active
03/01/2023 17:39:32	Network Active
03/01/2023 17:40:02	Network Active
03/01/2023 17:40:32	Network Active
03/01/2023 17:41:02	Network Error
03/01/2023 17:41:36	Network Active
03/01/2023 17:42:06	Network Active
03/01/2023 17:42:36	Network Active
03/01/2023 17:43:06	Network Active
